A,12,1,Computer,12:48:30,18-04-2024,Present
Ankita,1,1,Computer,16:19:10,19-04-2024,Present
Ankit,3,3,Computer,16:32:11,26/04/2024,Present
Palak,1,1,Computer,10:30:30,29/04/2024,Present
Shushi,2,3,Computer,14:42:08,29/04/2024,Present
None,None,None,None,23:10:32,07/09/2024,Present
None,None,None,None,23:10:32,07/09/2024,Present
None,None,None,None,23:10:33,07/09/2024,Present
None,None,None,None,23:10:33,07/09/2024,Present
None,None,None,None,23:10:33,07/09/2024,Present
None,None,None,None,23:10:33,07/09/2024,Present
None,None,None,None,23:10:33,07/09/2024,Present
None,None,None,None,23:10:33,07/09/2024,Present
None,None,None,None,23:10:33,07/09/2024,Present
None,None,None,None,23:10:34,07/09/2024,Present
None,None,None,None,23:10:34,07/09/2024,Present
None,None,None,None,23:10:34,07/09/2024,Present
None,None,None,None,23:10:34,07/09/2024,Present
None,None,None,None,23:10:34,07/09/2024,Present
None,None,None,None,23:10:34,07/09/2024,Present
None,None,None,None,23:10:34,07/09/2024,Present
None,None,None,None,23:10:35,07/09/2024,Present
None,None,None,None,23:10:35,07/09/2024,Present
None,None,None,None,23:10:35,07/09/2024,Present
None,None,None,None,23:10:35,07/09/2024,Present
None,None,None,None,23:10:35,07/09/2024,Present
None,None,None,None,23:10:35,07/09/2024,Present
None,None,None,None,23:10:35,07/09/2024,Present
None,None,None,None,23:10:35,07/09/2024,Present
None,None,None,None,23:10:36,07/09/2024,Present
None,None,None,None,23:10:36,07/09/2024,Present
None,None,None,None,23:10:36,07/09/2024,Present
None,None,None,None,23:10:36,07/09/2024,Present
None,None,None,None,23:10:36,07/09/2024,Present
None,None,None,None,23:10:36,07/09/2024,Present
None,None,None,None,23:10:36,07/09/2024,Present
None,None,None,None,23:10:36,07/09/2024,Present
None,None,None,None,23:10:37,07/09/2024,Present
None,None,None,None,23:10:37,07/09/2024,Present
None,None,None,None,23:10:37,07/09/2024,Present
None,None,None,None,23:10:37,07/09/2024,Present
None,None,None,None,23:10:37,07/09/2024,Present
None,None,None,None,23:10:37,07/09/2024,Present
None,None,None,None,23:10:37,07/09/2024,Present
None,None,None,None,23:10:38,07/09/2024,Present
None,None,None,None,23:10:38,07/09/2024,Present
None,None,None,None,23:10:38,07/09/2024,Present
None,None,None,None,23:10:38,07/09/2024,Present
None,None,None,None,23:10:38,07/09/2024,Present
None,None,None,None,23:10:38,07/09/2024,Present
None,None,None,None,23:10:38,07/09/2024,Present
None,None,None,None,23:10:39,07/09/2024,Present
None,None,None,None,23:10:39,07/09/2024,Present
None,None,None,None,23:10:39,07/09/2024,Present
None,None,None,None,23:10:39,07/09/2024,Present
None,None,None,None,23:10:39,07/09/2024,Present
None,None,None,None,23:10:40,07/09/2024,Present
None,None,None,None,23:10:40,07/09/2024,Present
None,None,None,None,23:10:40,07/09/2024,Present
None,None,None,None,23:10:40,07/09/2024,Present
None,None,None,None,23:10:40,07/09/2024,Present
None,None,None,None,23:10:40,07/09/2024,Present
None,None,None,None,23:10:41,07/09/2024,Present
None,None,None,None,23:10:41,07/09/2024,Present
None,None,None,None,23:10:41,07/09/2024,Present
None,None,None,None,23:10:41,07/09/2024,Present
None,None,None,None,23:10:41,07/09/2024,Present
None,None,None,None,23:10:41,07/09/2024,Present
None,None,None,None,23:10:41,07/09/2024,Present
None,None,None,None,23:10:42,07/09/2024,Present
None,None,None,None,23:10:42,07/09/2024,Present
None,None,None,None,23:10:42,07/09/2024,Present
None,None,None,None,23:10:42,07/09/2024,Present
None,None,None,None,23:10:42,07/09/2024,Present
None,None,None,None,23:10:42,07/09/2024,Present
None,None,None,None,23:10:43,07/09/2024,Present
None,None,None,None,23:10:43,07/09/2024,Present
None,None,None,None,23:10:43,07/09/2024,Present
None,None,None,None,23:10:44,07/09/2024,Present
None,None,None,None,23:10:44,07/09/2024,Present
None,None,None,None,23:10:44,07/09/2024,Present
None,None,None,None,23:10:44,07/09/2024,Present
None,None,None,None,23:10:45,07/09/2024,Present
None,None,None,None,23:10:45,07/09/2024,Present
None,None,None,None,23:10:45,07/09/2024,Present
None,None,None,None,23:10:45,07/09/2024,Present
None,None,None,None,23:10:45,07/09/2024,Present
None,None,None,None,23:10:45,07/09/2024,Present
None,None,None,None,23:10:45,07/09/2024,Present
None,None,None,None,23:10:46,07/09/2024,Present
None,None,None,None,23:10:46,07/09/2024,Present
None,None,None,None,23:10:46,07/09/2024,Present
None,None,None,None,23:10:47,07/09/2024,Present
None,None,None,None,23:10:47,07/09/2024,Present
None,None,None,None,23:10:47,07/09/2024,Present
None,None,None,None,23:10:47,07/09/2024,Present
None,None,None,None,23:10:48,07/09/2024,Present
None,None,None,None,23:10:48,07/09/2024,Present
None,None,None,None,23:10:48,07/09/2024,Present
None,None,None,None,23:10:48,07/09/2024,Present
None,None,None,None,23:10:48,07/09/2024,Present
None,None,None,None,23:10:48,07/09/2024,Present
None,None,None,None,23:10:48,07/09/2024,Present
None,None,None,None,23:10:49,07/09/2024,Present
None,None,None,None,23:10:49,07/09/2024,Present
None,None,None,None,23:10:49,07/09/2024,Present
None,None,None,None,23:10:49,07/09/2024,Present
None,None,None,None,23:10:49,07/09/2024,Present
None,None,None,None,23:10:49,07/09/2024,Present
None,None,None,None,23:10:49,07/09/2024,Present
None,None,None,None,23:10:49,07/09/2024,Present
None,None,None,None,23:10:49,07/09/2024,Present
None,None,None,None,23:10:50,07/09/2024,Present
None,None,None,None,23:10:50,07/09/2024,Present
None,None,None,None,23:10:50,07/09/2024,Present
None,None,None,None,23:10:50,07/09/2024,Present
None,None,None,None,23:10:50,07/09/2024,Present
None,None,None,None,23:10:50,07/09/2024,Present
None,None,None,None,23:10:50,07/09/2024,Present
None,None,None,None,23:10:50,07/09/2024,Present
None,None,None,None,23:10:51,07/09/2024,Present
None,None,None,None,23:10:51,07/09/2024,Present
None,None,None,None,23:10:51,07/09/2024,Present
None,None,None,None,23:10:51,07/09/2024,Present
None,None,None,None,23:10:51,07/09/2024,Present
None,None,None,None,23:10:51,07/09/2024,Present
None,None,None,None,23:10:52,07/09/2024,Present
None,None,None,None,23:10:52,07/09/2024,Present
None,None,None,None,23:10:52,07/09/2024,Present
None,None,None,None,23:10:52,07/09/2024,Present
None,None,None,None,23:10:52,07/09/2024,Present
None,None,None,None,23:10:52,07/09/2024,Present
None,None,None,None,23:10:52,07/09/2024,Present
None,None,None,None,23:10:52,07/09/2024,Present
None,None,None,None,23:10:53,07/09/2024,Present
None,None,None,None,23:10:53,07/09/2024,Present
None,None,None,None,23:10:53,07/09/2024,Present
None,None,None,None,23:10:53,07/09/2024,Present
None,None,None,None,23:10:53,07/09/2024,Present
None,None,None,None,23:10:53,07/09/2024,Present
None,None,None,None,23:10:53,07/09/2024,Present
None,None,None,None,23:10:54,07/09/2024,Present
None,None,None,None,23:10:54,07/09/2024,Present
None,None,None,None,23:10:54,07/09/2024,Present
None,None,None,None,23:10:54,07/09/2024,Present
None,None,None,None,23:10:54,07/09/2024,Present
None,None,None,None,23:10:54,07/09/2024,Present
None,None,None,None,23:10:55,07/09/2024,Present
None,None,None,None,23:10:55,07/09/2024,Present
None,None,None,None,23:10:55,07/09/2024,Present
None,None,None,None,23:10:55,07/09/2024,Present
None,None,None,None,23:10:55,07/09/2024,Present
None,None,None,None,23:10:55,07/09/2024,Present
None,None,None,None,23:10:55,07/09/2024,Present
None,None,None,None,23:10:56,07/09/2024,Present
None,None,None,None,23:10:56,07/09/2024,Present
None,None,None,None,23:10:56,07/09/2024,Present
None,None,None,None,23:10:56,07/09/2024,Present
None,None,None,None,23:10:56,07/09/2024,Present
None,None,None,None,23:10:56,07/09/2024,Present
None,None,None,None,23:10:56,07/09/2024,Present
None,None,None,None,23:10:56,07/09/2024,Present
None,None,None,None,23:10:57,07/09/2024,Present
None,None,None,None,23:10:57,07/09/2024,Present
None,None,None,None,23:10:57,07/09/2024,Present
None,None,None,None,23:10:57,07/09/2024,Present
None,None,None,None,23:10:57,07/09/2024,Present
None,None,None,None,23:10:57,07/09/2024,Present
None,None,None,None,23:10:57,07/09/2024,Present
None,None,None,None,23:11:00,07/09/2024,Present
None,None,None,None,23:11:00,07/09/2024,Present
None,None,None,None,23:11:00,07/09/2024,Present
None,None,None,None,23:11:00,07/09/2024,Present
None,None,None,None,23:11:00,07/09/2024,Present
None,None,None,None,23:11:00,07/09/2024,Present
None,None,None,None,23:11:01,07/09/2024,Present
None,None,None,None,23:11:01,07/09/2024,Present
None,None,None,None,23:11:01,07/09/2024,Present
None,None,None,None,23:11:01,07/09/2024,Present
None,None,None,None,23:11:01,07/09/2024,Present
None,None,None,None,23:11:01,07/09/2024,Present
None,None,None,None,23:11:01,07/09/2024,Present
None,None,None,None,23:11:02,07/09/2024,Present
None,None,None,None,23:11:02,07/09/2024,Present
None,None,None,None,23:11:02,07/09/2024,Present
None,None,None,None,23:11:02,07/09/2024,Present
None,None,None,None,23:11:02,07/09/2024,Present
None,None,None,None,23:11:02,07/09/2024,Present
None,None,None,None,23:11:03,07/09/2024,Present
None,None,None,None,23:11:04,07/09/2024,Present
None,None,None,None,23:11:04,07/09/2024,Present
None,None,None,None,23:11:04,07/09/2024,Present
None,None,None,None,23:11:04,07/09/2024,Present
None,None,None,None,23:11:04,07/09/2024,Present
None,None,None,None,23:11:05,07/09/2024,Present
None,None,None,None,23:11:05,07/09/2024,Present
None,None,None,None,23:11:05,07/09/2024,Present
None,None,None,None,23:11:05,07/09/2024,Present
None,None,None,None,23:11:05,07/09/2024,Present
None,None,None,None,23:11:05,07/09/2024,Present
None,None,None,None,23:11:06,07/09/2024,Present
None,None,None,None,23:11:06,07/09/2024,Present
None,None,None,None,23:11:06,07/09/2024,Present
None,None,None,None,23:11:06,07/09/2024,Present
None,None,None,None,23:11:06,07/09/2024,Present
None,None,None,None,23:11:06,07/09/2024,Present
None,None,None,None,23:11:06,07/09/2024,Present
None,None,None,None,23:11:06,07/09/2024,Present
None,None,None,None,23:11:07,07/09/2024,Present
None,None,None,None,23:11:07,07/09/2024,Present
None,None,None,None,23:11:07,07/09/2024,Present
None,None,None,None,23:11:07,07/09/2024,Present
None,None,None,None,23:11:07,07/09/2024,Present
None,None,None,None,23:11:07,07/09/2024,Present
None,None,None,None,23:11:07,07/09/2024,Present
None,None,None,None,23:11:07,07/09/2024,Present
None,None,None,None,23:11:08,07/09/2024,Present
None,None,None,None,23:11:08,07/09/2024,Present
